CustomerKey,CustomerName,Gender,Age,City,Governorate,Country,CustomerSegment
4179,Andrew Clark,M,28,Medina,Al Madinah,Saudi Arabia,Consumer
4180,SHAIMAA MANSOUR,Female,32,Cairo,Cairo,Egypt,Small Business
4181,NOURA AL HARBI,Female,56,New Cairo,Cairo,Egypt,Corporate
4182,Mia Clark,female,43,CAIRO,Cairo,Egypt,Consumer
4183,Mahmoud Ibrahim,M,59,Zagazig,Sharqia,Egypt,Corporate
4184,Nour Al Otaibi  ,Female,60,RIYADH,Riyadh,Saudi Arabia,Corporate
4185,Youssef Salem,M,35,giza,Giza,Egypt,Consumer
4186,Isabella Scott,F,41,medina,Al Madinah,Saudi Arabia,Small Business
4187,Laila Mansour,Female,40,giza,Giza,Egypt,Corporate
4188,ISABELLA MOORE  ,Female,33,alexandria,Alexandria,Egypt,Consumer
4189,Reem Al Qahtani,Female,40,MECCA,Makkah,Saudi Arabia,Corporate
4190,Menna El Sayed,female,45,Riyadh,Riyadh,Saudi Arabia,Consumer
4191,Laila  Ramadan,F,55,GIZA,Giza,Egypt,Consumer
4192,amelia anderson,Female,38,Mansoura,Dakahlia,Egypt,VIP
4193,Noura Ali,female,62,Ismailia,Ismailia,Egypt,Corporate
4194,Majed Al Ghamdi,male,18,Riyadh,Riyadh,Saudi Arabia,Consumer
4195,Thomas Lewis,M,23,Dammam,Eastern Province,Saudi Arabia,Consumer
4196,Sara Khaled,F,24,riyadh,Riyadh,Saudi Arabia,Consumer
4197,Farida Shalaby,female,27,TANTA,Gharbia,Egypt,Consumer
4198,Mohamed Zaki,male,33,New Cairo,Cairo,Egypt,Small Business
4199,Amelia Thomas,female,30,Abu Dhabi,Abu Dhabi,United Arab Emirates,Consumer
4200,Sherif Fahmy,Male,50,alexandria,Alexandria,Egypt,Corporate
4201,Mahmoud Ali  ,Male,25,alexandria,Alexandria,Egypt,Small Business
4202,Daniel Hall,male,41,Giza,Giza,Egypt,Small Business
4203,Aya El Sayed,female,53,port said,Port Said,Egypt,Consumer
4204,William Lewis,M,55,aswan,Aswan,Egypt,Consumer
4205,Fatima Al Dosari,F,59,New Cairo,Cairo,Egypt,Consumer
4206,Hessa Youssef,Female,40,CAIRO,Cairo,Egypt,Consumer
4207,mostafa shalaby,Male,18,Tanta,Gharbia,Egypt,Small Business 
4208,Mona Abdelrahman,Female,47,Ismailia,Ismailia,Egypt,Corporate
4209,Wael Al Ghamdi,Male,56,Suez,Suez,Egypt,VIP
4210,Ahmed Al Qahtani,M,27,Kuwait City,Al Asimah,Kuwait,Consumer
4211,Sultan Gaber,M,51,new cairo,Cairo,Egypt,Corporate
4212,Daniel Zaki,M,37,PORT SAID,Port Said,Egypt, Small Business
4213,Doaa Zaki,Female,42,alexandria,Alexandria,Egypt,Consumer
4214,Sara Al Harbi,F,59,Doha,Doha,Qatar,Consumer
4215,Mariam Khaled,Female,59,Alexandria,Alexandria,Egypt,VIP
4216,Reem Ali,F,57,Luxor,Luxor,Egypt,Corporate
4217,Mahmoud Rashad,Male,27,alexandria,Alexandria,Egypt,Consumer
4218,Doaa Youssef,female,53,Jeddah,Makkah,Saudi Arabia,Consumer
4219,Hossam Mostafa,Male,51,Giza,Giza,Egypt,Corporate
4220,Sultan Nasser,Male,64,Cairo,Cairo,Egypt,Consumer
4221,Heba Salem,Female,38,giza,Giza,Egypt,Consumer 
4222,Mia Johnson,Female,33,dammam,Eastern Province,Saudi Arabia,VIP
4223,Rana Al Dosari,F,26,cairo,Cairo,Egypt,Consumer
4224,Michael Gaber,Male,41,Dubai,Dubai,United Arab Emirates,Corporate
4225,Daniel El Sayed,Male,46,New Cairo,Cairo,Egypt,Corporate
4226,amelia al harbi  ,female,60,CAIRO,Cairo,Egypt,Consumer
4227,Nasser Zaki,Male,32,Alexandria,Alexandria,Egypt,Consumer
4228,Hassan Saad,Male,62,Mansoura,Dakahlia,Egypt, Corporate
4229,  Sophia Johnson,F,65,luxor,Luxor,Egypt,Consumer
4230,Ahmed Salem,Male,21,cairo,Cairo,Egypt,Consumer
4231,Aisha Abdelrahman,Female,20,TANTA,Gharbia,Egypt,VIP
4232,Sophia  Jackson,female,22,Dubai,Dubai,United Arab Emirates,Corporate
4233,Emily Farouk,Female,42,Cairo,Cairo,Egypt,VIP
4234,Ghada Fahmy,Female,38,ABU DHABI,Abu Dhabi,United Arab Emirates,Consumer
4235,Robert  Hall,male,53,new cairo,Cairo,Egypt,Small Business
4236,Rana Al Dosari,female,31,Suez,Suez,Egypt,Consumer
4237,Majed Ramadan,M,62,riyadh,Riyadh,Saudi Arabia,Consumer
4238,Khaled Gaber,male,44,6th of October,Giza,Egypt,Corporate
4239,Thomas Salem,male,60,Cairo,Cairo,Egypt,Consumer
4240,Amr Khaled,Male,43,Giza,Giza,Egypt,Small Business
4241,Aisha Ramadan,Female,22,Cairo,Cairo,Egypt,Consumer
4242,William Shalaby,male,39,Riyadh,Riyadh,Saudi Arabia,Consumer
4243,Sameh Al Otaibi  ,Male,26,New Cairo,Cairo,Egypt,Consumer
4244,  Nasser Al Dosari,Male,49,New Cairo,Cairo,Egypt,Consumer
4245,Mohamed  Al Otaibi,Male,43,RIYADH,Riyadh,Saudi Arabia,Corporate
4246,Andrew Ramadan,male,59,6th of October,Giza,Egypt,VIP
4247,Karim Fahmy  ,M,38,Alexandria,Alexandria,Egypt,Consumer
4248,Ibrahim Ali,Male,49,Abu Dhabi,Abu Dhabi,United Arab Emirates,VIP
4249,Ahmed Hassan,M,58,Port Said,Port Said,Egypt,Consumer
4250,Sophia Rashad,female,58,Cairo,Cairo,Egypt,Consumer
4251,Salma Al Otaibi,female,39,Dammam,Eastern Province,Saudi Arabia,Corporate
4252,ava anderson,F,23,Dammam,Eastern Province,Saudi Arabia,VIP
4253,Salma Al Ghamdi,female,61,Giza,Giza,Egypt,Small Business
4254,Majed Al Harbi,M,46,dubai,Dubai,United Arab Emirates,Corporate
4255,Nasser Farouk,Male,64,Dubai,Dubai,United Arab Emirates,Small Business
4256,Amelia Scott,Female,49,JEDDAH,Makkah,Saudi Arabia,Consumer
4257,Farida Khaled,female,49,Ismailia,Ismailia,Egypt,Corporate
4258,Bilal Zaki,Male,37,CAIRO,Cairo,Egypt,Corporate
4259,Fatima Farouk,female,46,SUEZ,Suez,Egypt,Small Business
4260,Michael  Lewis,Male,44,Mecca,Makkah,Saudi Arabia,Consumer
4261,Aisha Khaled,F,25,Riyadh,Riyadh,Saudi Arabia,Consumer
4262,Ahmed Abdelrahman,male,61,Cairo,Cairo,Egypt, Small Business
4263,Emily Anderson,Female,48,Riyadh,Riyadh,Saudi Arabia,Consumer
4264,Thomas Jackson,Male,62,Jeddah,Makkah,Saudi Arabia,Consumer
4265,Isabella Mostafa,female,59,ASSIUT,Assiut,Egypt,Corporate
4266,Bilal Ramadan,Male,37,riyadh,Riyadh,Saudi Arabia,Consumer
4267,Laila Al Qahtani,female,47,CAIRO,Cairo,Egypt, Consumer
4268,Ghada Salem,female,53,Abu Dhabi,Abu Dhabi,United Arab Emirates,Consumer
4269,Ashraf Farouk,male,55,cairo,Cairo,Egypt,Consumer
4270,James Johnson,M,29,New Cairo,Cairo,Egypt,Small Business
4271,Michael Brown,M,39,Mecca,Makkah,Saudi Arabia,Corporate
4272,William Ali,male,41,cairo,Cairo,Egypt,Corporate
4273,khaled hassan,male,28,cairo,Cairo,Egypt,Small Business
4274,Menna Zaki,female,40,Alexandria,Alexandria,Egypt,Consumer
4275,Mostafa Ramadan,male,62,Cairo,Cairo,Egypt,Consumer
4276,Hassan Farouk,male,60,Zagazig,Sharqia,Egypt,Consumer
4277,Mostafa Farouk,M,62,dubai,Dubai,United Arab Emirates,Small Business
4278,Daniel  Shalaby,Male,45,Cairo,Cairo,Egypt,Corporate
4279,Tarek Salem,M,58,Mecca,Makkah,Saudi Arabia,Small Business
4280,nour mostafa,female,29,alexandria,Alexandria,Egypt,Corporate
4281,Hessa Ali,F,50,Suez,Suez,Egypt,Consumer
4282,Ghada Ibrahim,female,26,mansoura,Dakahlia,Egypt,Consumer
4283,Mia Jackson,F,31,6th of october,Giza,Egypt,Consumer
4284,Nada Hassan,F,53,JEDDAH,Makkah,Saudi Arabia,Small Business 
4285,Hassan Saad,Male,19,Zagazig,Sharqia,Egypt,Corporate
4286,Amira  Abdelrahman,Female,36,New Cairo,Cairo,Egypt,Small Business
4287,Aya Al Otaibi,F,33,Kuwait City,Al Asimah,Kuwait,Consumer
4288,Bilal  Al Qahtani,Male,49,Giza,Giza,Egypt,Small Business
4289,Abdullah Khaled,Male,65,CAIRO,Cairo,Egypt,Consumer
4290,Grace Scott,Female,22,New Cairo,Cairo,Egypt,Consumer
4291,Sameh Ramadan,Male,30,ABU DHABI,Abu Dhabi,United Arab Emirates,Corporate
4292,Mariam Ibrahim,Female,49,Mansoura,Dakahlia,Egypt,Corporate
4293,John Farouk,M,51,Port Said,Port Said,Egypt,Small Business
4294,William Youssef  ,M,34,CAIRO,Cairo,Egypt,Consumer
4295,mia smith,Female,49,Dubai,Dubai,United Arab Emirates,Consumer
4296,Farida  Shalaby,F,24,cairo,Cairo,Egypt, Corporate
4297,Mariam Saad,F,49,DOHA,Doha,Qatar,Consumer
4298,ahmed ali,M,26,jeddah,Makkah,Saudi Arabia,Consumer
4299,Mohamed  Al Dosari,Male,57,Riyadh,Riyadh,Saudi Arabia,Consumer
4300,Nour Ibrahim,female,38,jeddah,Makkah,Saudi Arabia,Consumer 
4301,Robert Anderson,M,41,Cairo,Cairo,Egypt,Consumer
4302,Nasser Al Dosari,male,65,alexandria,Alexandria,Egypt,Small Business
4303,Sultan Fahmy,Male,42,kuwait city,Al Asimah,Kuwait,Consumer
4304,Ibrahim Salem,M,58,Alexandria,Alexandria,Egypt,Consumer
4305,farida al otaibi,F,49,Assiut,Assiut,Egypt,VIP
4306,Ghada Fahmy,Female,26,Alexandria,Alexandria,Egypt,Consumer
4307,Majed Mostafa,Male,53,Giza,Giza,Egypt,Corporate
4308,Robert Al Dosari,Male,32,Abu Dhabi,Abu Dhabi,United Arab Emirates,Corporate
4309,Tarek Mostafa,Male,61,Assiut,Assiut,Egypt,Consumer 
4310,Mohamed Ali,male,29,giza,Giza,Egypt,Small Business
4311,William Wright,male,61,ABU DHABI,Abu Dhabi,United Arab Emirates,Consumer
4312,Ali Nasser,male,52,Dammam,Eastern Province,Saudi Arabia,Consumer
4313,Michael Clark  ,M,52,Jeddah,Makkah,Saudi Arabia,Corporate
4314,Aisha Hassan,F,28,Dubai,Dubai,United Arab Emirates,Consumer
4315,Ashraf Saad,Male,23,dammam,Eastern Province,Saudi Arabia,Consumer
4316,  Hana Gaber,Female,39,Abu Dhabi,Abu Dhabi,United Arab Emirates,Consumer
4317,Sameh Al Dosari,Male,49,Dammam,Eastern Province,Saudi Arabia,Consumer
4318,  Sherif Shalaby,male,30,Alexandria,Alexandria,Egypt,Consumer
4319,Robert Hall,male,24,ABU DHABI,Abu Dhabi,United Arab Emirates,Corporate
4320,Amr Ramadan,Male,57,Tanta,Gharbia,Egypt,Corporate
4321,Hassan Khaled,Male,51,Cairo,Cairo,Egypt,Consumer
4322,Noura Al Dosari  ,Female,19,6th of October,Giza,Egypt,Consumer
4323,Sara Nasser,female,26,Giza,Giza,Egypt,Corporate
4324,Ibrahim  Al Dosari,male,60,Alexandria,Alexandria,Egypt,Corporate
4325,Mia Davis,female,40,New Cairo,Cairo,Egypt,Consumer
4326,Faisal Youssef,Male,57,Cairo,Cairo,Egypt,Consumer
4327,  Hessa Shalaby,female,33,Riyadh,Riyadh,Saudi Arabia, Consumer
4328,Ghada Farouk,Female,55,New Cairo,Cairo,Egypt,Small Business
4329,SARA SALEM,Female,43,RIYADH,Riyadh,Saudi Arabia,Corporate
4330,Mohamed Gaber,Male,46,Ismailia,Ismailia,Egypt,Corporate
4331,Mostafa Mansour,Male,56,port said,Port Said,Egypt, Consumer
4332,Ava Lewis,female,29,Cairo,Cairo,Egypt,Consumer
4333,Reem Ali,Female,20,dubai,Dubai,United Arab Emirates,Consumer
4334,Michael Jackson,male,27,SUEZ,Suez,Egypt,Small Business
4335,Sherif Khaled,male,38,New Cairo,Cairo,Egypt,Consumer
4336,Amr Mansour,male,35,Zagazig,Sharqia,Egypt,Corporate
4337,Wael Mahmoud  ,Male,23,ASWAN,Aswan,Egypt,Consumer
4338,Grace Walker,female,25,Zagazig,Sharqia,Egypt,Consumer
4339,Hassan Al Qahtani,male,31,Mansoura,Dakahlia,Egypt,Small Business
4340,Karim Ramadan,M,23,Cairo,Cairo,Egypt,Corporate
4341,Nada Saad,female,52,GIZA,Giza,Egypt,Corporate
4342,Michael Wilson,male,57,Tanta,Gharbia,Egypt,Consumer
4343,Ibrahim Zaki,Male,37,6th of October,Giza,Egypt,Consumer
4344,Charlotte Jackson,F,51,6th of October,Giza,Egypt,Consumer
4345,Youssef Mahmoud  ,male,40,Abu Dhabi,Abu Dhabi,United Arab Emirates,Consumer
4346,Hassan Al Harbi,Male,23,Sharjah,Sharjah,United Arab Emirates,Corporate
4347,Andrew Smith,male,30,CAIRO,Cairo,Egypt,Consumer
4348,Michael  Clark,M,52,cairo,Cairo,Egypt,Consumer
4349,Amelia Scott,F,52,Aswan,Aswan,Egypt,Consumer
4350,Mostafa  Mostafa,M,56,Dammam,Eastern Province,Saudi Arabia,Small Business
4351,Amelia Smith,Female,49,Alexandria,Alexandria,Egypt,Consumer
4352,Heba Al Otaibi,F,51,Suez,Suez,Egypt,Consumer
4353,Faisal Salem,Male,50,Sharjah,Sharjah,United Arab Emirates,Corporate
4354,John King,M,29,doha,Doha,Qatar, Consumer
4355,Thomas Scott,M,40,jeddah,Makkah,Saudi Arabia,Small Business
4356,Latifa El Sayed,female,46,Jeddah,Makkah,Saudi Arabia,Corporate
4357,Menna  Shalaby,F,24,DOHA,Doha,Qatar,Corporate
4358,Mohamed Saad,Male,31,Kuwait City,Al Asimah,Kuwait, Corporate
4359,Wael  Fahmy,male,60,riyadh,Riyadh,Saudi Arabia,Consumer
4360,Laila Hassan,F,21,Giza,Giza,Egypt,Consumer 
4361,Fatima Salem,Female,26,cairo,Cairo,Egypt,Consumer
4362,Salma Hassan,Female,47,dubai,Dubai,United Arab Emirates,Consumer
4363,Ava Wilson,Female,56,Cairo,Cairo,Egypt,Small Business
4364,Fahad Mostafa,M,62,Mansoura,Dakahlia,Egypt,Consumer
4365,hana abdelrahman,Female,44,Sharjah,Sharjah,United Arab Emirates,Consumer
4366,  Olivia Lewis,F,26,cairo,Cairo,Egypt,Consumer
4367,Andrew Miller,M,28,6th of October,Giza,Egypt,Consumer
4368,Hassan Fahmy,Male,39,New Cairo,Cairo,Egypt,Small Business
4369,william mansour,M,19,Suez,Suez,Egypt,Small Business
4370,Khaled El Sayed,M,43,KUWAIT CITY,Al Asimah,Kuwait,Corporate
4371,Nasser Mostafa,Male,26,cairo,Cairo,Egypt,VIP
4372,Dina Ramadan,Female,26,Alexandria,Alexandria,Egypt,Small Business
4373,Nada Youssef,female,24,Mansoura,Dakahlia,Egypt,Corporate
4374,Fatima  Shalaby,Female,30,CAIRO,Cairo,Egypt,Corporate
4375,Joseph Smith,M,47,6th of October,Giza,Egypt,Consumer
4376,Nasser Youssef,Male,60,Tanta,Gharbia,Egypt,Corporate
4377,  Amr Al Ghamdi,M,29,Zagazig,Sharqia,Egypt,Consumer
4378,Emily Scott,female,26,new cairo,Cairo,Egypt,Small Business
4379,Amira Saad,F,30,Assiut,Assiut,Egypt,Consumer
4380,Emily Anderson,female,31,sharjah,Sharjah,United Arab Emirates,Corporate
4381,Karim Al Otaibi,male,48,Luxor,Luxor,Egypt,Small Business
4382,Daniel Davis,Male,22,Mansoura,Dakahlia,Egypt,Small Business
4383,Hana Ibrahim,female,28,Cairo,Cairo,Egypt,Corporate
4384,Joseph Scott,M,32,TANTA,Gharbia,Egypt,Consumer
4385,Hassan Khaled,Male,60,Giza,Giza,Egypt,Corporate
4386,Sherif Ramadan,M,32,Cairo,Cairo,Egypt,VIP
4387,Salma Ramadan,female,22,RIYADH,Riyadh,Saudi Arabia,Consumer
4388,James Rashad,Male,51,Suez,Suez,Egypt,Consumer
4389,Dina Nasser,female,59,medina,Al Madinah,Saudi Arabia,Corporate
4390,Bilal Saad,Male,56,Cairo,Cairo,Egypt,Small Business
4391,Amelia Moore,female,31,Cairo,Cairo,Egypt,Consumer
4392,Sara Ali,F,40,Jeddah,Makkah,Saudi Arabia,Consumer
4393,Ahmed Ramadan  ,M,24,Riyadh,Riyadh,Saudi Arabia,Corporate
4394,AYA AL HARBI,F,56,mansoura,Dakahlia,Egypt,Small Business
4395,Nada Al Qahtani,F,27,RIYADH,Riyadh,Saudi Arabia,Consumer
4396,Charlotte Rashad,F,37,MANSOURA,Dakahlia,Egypt,Consumer
4397,Nasser Fahmy,M,51,Cairo,Cairo,Egypt,Corporate
4398,Nour Al Harbi,female,26,giza,Giza,Egypt,Corporate
4399,Hana Mansour,Female,27,Cairo,Cairo,Egypt,Consumer
4400,doaa khaled,F,43,Jeddah,Makkah,Saudi Arabia,Small Business
4401,Sameh Abdelrahman,male,43,Abu Dhabi,Abu Dhabi,United Arab Emirates, Consumer
4402,Ahmed Al Otaibi,M,35,Jeddah,Makkah,Saudi Arabia,Consumer
4403,Tarek Ramadan,male,43,Cairo,Cairo,Egypt,Consumer
4404,Sophia Farouk,Female,48,Giza,Giza,Egypt,VIP
4405,Ava Martin,Female,36,Luxor,Luxor,Egypt,Consumer
4406,Amr Fahmy,male,65,Abu Dhabi,Abu Dhabi,United Arab Emirates,Consumer
4407,Yasmin El Sayed  ,female,24,RIYADH,Riyadh,Saudi Arabia,Consumer
4408,Noura Ali,female,24,Cairo,Cairo,Egypt,Consumer
4409,Mohamed Ali,Male,27,Abu Dhabi,Abu Dhabi,United Arab Emirates,Consumer
4410,Tarek Fahmy,Male,37,Port Said,Port Said,Egypt,Corporate
4411,CHARLOTTE HALL  ,F,65,Mansoura,Dakahlia,Egypt,Consumer
4412,Menna Al Harbi,F,49,Dubai,Dubai,United Arab Emirates,Corporate
4413,  Nada Ali,F,22,new cairo,Cairo,Egypt,Small Business
4414,Abdullah Mansour,male,29,Dubai,Dubai,United Arab Emirates,Corporate
4415,HEBA AL OTAIBI,female,51,6th of october,Giza,Egypt,Consumer
4416,Omar El Sayed,male,39,Tanta,Gharbia,Egypt,Consumer
4417,Khaled Mahmoud,male,27,alexandria,Alexandria,Egypt,Consumer
4418,Mostafa Youssef,M,31,Riyadh,Riyadh,Saudi Arabia,Corporate
4419,JAMES YOUSSEF,M,60,6TH OF OCTOBER,Giza,Egypt,Consumer
4420,  Amr Mostafa,male,48,Kuwait City,Al Asimah,Kuwait,Corporate
4421,FARIDA AL OTAIBI,female,23,Riyadh,Riyadh,Saudi Arabia,Consumer
4422,MICHAEL YOUNG,M,47,ismailia,Ismailia,Egypt,VIP
4423,Nasser Al Qahtani,Male,40,6th of October,Giza,Egypt,Corporate
4424,  Nada Saad,female,43,RIYADH,Riyadh,Saudi Arabia,Small Business
4425,GRACE ZAKI,female,53,Alexandria,Alexandria,Egypt,Consumer
4426,FATIMA ALI,female,44,6th of october,Giza,Egypt,Small Business
4427,Menna Farouk,female,24,Giza,Giza,Egypt,Corporate
4428,fahad mostafa,male,46,DAMMAM,Eastern Province,Saudi Arabia,Corporate
4429,thomas wilson,Male,26,Port Said,Port Said,Egypt,Consumer
4430,Ashraf Farouk,M,31,Dubai,Dubai,United Arab Emirates,Consumer
4431,Salma Mansour,F,53,New Cairo,Cairo,Egypt,Small Business
4432,Mia King,F,54,Doha,Doha,Qatar,Small Business
4433,Rana Al Dosari,F,32,Dammam,Eastern Province,Saudi Arabia,Consumer
4434,Mostafa Mansour  ,male,38,6th of October,Giza,Egypt,Corporate
4435,  mostafa al otaibi,M,24,cairo,Cairo,Egypt,Consumer
4436,Nada Ali  ,Female,35,RIYADH,Riyadh,Saudi Arabia,Consumer
4437,Rana Rashad,female,30,Suez,Suez,Egypt,Consumer
4438,Hossam Ibrahim,male,57,DOHA,Doha,Qatar,Small Business
4439,Mariam Mahmoud  ,F,46,Assiut,Assiut,Egypt,Consumer
4440,Andrew Martin,M,19,Alexandria,Alexandria,Egypt,VIP
4441,Olivia Al Qahtani,Female,27,NEW CAIRO,Cairo,Egypt,Consumer
4442,Hossam Al Harbi,male,60,Aswan,Aswan,Egypt,Consumer
4443,Sameh Al Ghamdi,Male,59,Riyadh,Riyadh,Saudi Arabia,Consumer
4444,Reem Youssef,F,35,giza,Giza,Egypt,Small Business
4445,JOHN CLARK,male,42,GIZA,Giza,Egypt,Corporate
4446,Andrew Saad,male,20,JEDDAH,Makkah,Saudi Arabia,Consumer
4447,Majed Ramadan,M,39,ALEXANDRIA,Alexandria,Egypt,VIP
4448,Sameh Saad,M,30,Tanta,Gharbia,Egypt,Consumer
4449,Hana Al Qahtani,Female,43,Mansoura,Dakahlia,Egypt,Consumer
4450,Thomas  Wright,Male,35,dubai,Dubai,United Arab Emirates,Small Business
4451,Salma  Gaber,F,19,Dubai,Dubai,United Arab Emirates,Consumer
4452,Wael Farouk,Male,22,Giza,Giza,Egypt,Consumer
4453,Mostafa Saad,M,63,DOHA,Doha,Qatar,Consumer
4454,Joseph Al Harbi,M,57,CAIRO,Cairo,Egypt,Consumer
4455,Sameh Salem,male,55,riyadh,Riyadh,Saudi Arabia,Small Business
4456,Youssef Al Dosari,Male,56,Cairo,Cairo,Egypt,Consumer
4457,Nada Farouk,Female,36,Riyadh,Riyadh,Saudi Arabia,Corporate
4458,Salma Al Otaibi,F,47,CAIRO,Cairo,Egypt,Consumer
4459,Robert Walker,M,44,Giza,Giza,Egypt,Small Business
4460,Andrew Rashad,Male,63,Suez,Suez,Egypt,Consumer
4461,  Amelia Clark,F,59,NEW CAIRO,Cairo,Egypt,Consumer
4462,Ahmed Ramadan,Male,41,RIYADH,Riyadh,Saudi Arabia,Small Business
4463,Aya Mansour,female,40,Cairo,Cairo,Egypt,Consumer
4464,Aisha El Sayed,female,28,riyadh,Riyadh,Saudi Arabia,Consumer
4465,Sophia Martin,female,64,Riyadh,Riyadh,Saudi Arabia,Small Business
4466,Isabella Mahmoud,Female,51,JEDDAH,Makkah,Saudi Arabia,Consumer
4467,Sultan Farouk,Male,25,PORT SAID,Port Said,Egypt,Consumer
4468,salma fahmy,Female,35,medina,Al Madinah,Saudi Arabia,Corporate
4469,  Mariam Al Otaibi,female,22,Alexandria,Alexandria,Egypt,Consumer
4470,Latifa Gaber,Female,29,tanta,Gharbia,Egypt,VIP
4471,AMELIA  BROWN,Female,34,TANTA,Gharbia,Egypt,Consumer
4472,Nour Al Ghamdi,female,34,6th of October,Giza,Egypt,Small Business
4473,Laila Shalaby,F,24,6th of October,Giza,Egypt,Consumer
4474,FARIDA HASSAN,Female,52,Alexandria,Alexandria,Egypt,Consumer
4475,mohamed al harbi,Male,39,cairo,Cairo,Egypt,Consumer
4476,Noura Abdelrahman,female,34,CAIRO,Cairo,Egypt,VIP
4477,Faisal Salem,Male,18,kuwait city,Al Asimah,Kuwait,Consumer
4478,Ahmed Youssef,male,55,ASSIUT,Assiut,Egypt,Corporate
4479,Wael Ibrahim,M,45,New Cairo,Cairo,Egypt,Consumer
4480,Robert Miller,M,44,dubai,Dubai,United Arab Emirates,Consumer
4481,Joseph Mansour,male,29,Mansoura,Dakahlia,Egypt,Small Business
4482,Salma Shalaby,F,61,Dubai,Dubai,United Arab Emirates, Corporate
4483,John Mahmoud,male,51,ISMAILIA,Ismailia,Egypt,Consumer
4484,Sophia Thomas,F,36,Assiut,Assiut,Egypt,Consumer
4485,Emily Gaber,F,45,Jeddah,Makkah,Saudi Arabia,Consumer
4486,  David Ali,M,51,NEW CAIRO,Cairo,Egypt,Consumer
4487,Robert Young,M,25,Cairo,Cairo,Egypt,Consumer
4488,Ahmed Ibrahim,male,63,cairo,Cairo,Egypt,Corporate
4489,Andrew Hall,male,18,Assiut,Assiut,Egypt,Corporate
4490,Nour Khaled,female,34,cairo,Cairo,Egypt,Consumer
4491,hessa ali,Female,37,Giza,Giza,Egypt,VIP
4492,Ali Al Qahtani,M,44,Sharjah,Sharjah,United Arab Emirates,Consumer
4493,Amira Al Ghamdi,female,33,Suez,Suez,Egypt,Consumer
4494,Emma Martin,Female,35,cairo,Cairo,Egypt,Small Business
4495,Sameh Ali,Male,36,Dammam,Eastern Province,Saudi Arabia,Consumer
4496,Omar Al Qahtani,Male,63,Dubai,Dubai,United Arab Emirates,Consumer
4497,Wael Gaber,M,58,giza,Giza,Egypt,Corporate
4498,Isabella Walker,female,32,medina,Al Madinah,Saudi Arabia,Consumer
4499,Tarek  Mansour,Male,39,MANSOURA,Dakahlia,Egypt,Consumer
4500,Hassan Mansour,male,43,GIZA,Giza,Egypt,Small Business
4501,  Robert Youssef,Male,19,mecca,Makkah,Saudi Arabia, Consumer
4502,Mohamed Saad,M,58,luxor,Luxor,Egypt,Consumer
4503,Karim Gaber,Male,63,GIZA,Giza,Egypt,Small Business
4504,Ashraf Mansour,Male,32,riyadh,Riyadh,Saudi Arabia,Consumer
4505,William Hall,male,20,Ismailia,Ismailia,Egypt,Consumer
4506,Dina Gaber,F,61,ISMAILIA,Ismailia,Egypt,Small Business
4507,Sameh Nasser,male,30,TANTA,Gharbia,Egypt,Consumer
4508,  Salma Al Otaibi,Female,49,New Cairo,Cairo,Egypt,Small Business
4509,Ibrahim Zaki,male,42,New Cairo,Cairo,Egypt,Consumer
4510,Daniel Mansour,Male,31,New Cairo,Cairo,Egypt,Corporate
4511,  Majed Mansour,Male,26,ALEXANDRIA,Alexandria,Egypt,Small Business
4512,Hossam Mostafa,M,19,alexandria,Alexandria,Egypt,Consumer
4513,Amira Fahmy,Female,39,Aswan,Aswan,Egypt,Consumer
4514,David Wright,Male,37,Alexandria,Alexandria,Egypt,Consumer
4515,Ava  Scott,Female,54,GIZA,Giza,Egypt,VIP
4516,Michael Mostafa,M,26,Alexandria,Alexandria,Egypt,Consumer
4517,Menna Farouk,F,30,Dammam,Eastern Province,Saudi Arabia, Corporate
4518,Bilal  Youssef,male,40,NEW CAIRO,Cairo,Egypt,Small Business
4519,Mahmoud Salem,Male,31,alexandria,Alexandria,Egypt,Consumer
4520,Abdullah Fahmy,M,42,CAIRO,Cairo,Egypt,Consumer
4521,Hessa Khaled,Female,18,mansoura,Dakahlia,Egypt,Consumer
4522,Aisha Saad,F,50,Dubai,Dubai,United Arab Emirates,Corporate
4523,Amira El Sayed  ,female,58,Cairo,Cairo,Egypt,Consumer
4524,Mohamed Al Ghamdi,M,36,Riyadh,Riyadh,Saudi Arabia,Consumer
4525,Sara Al Harbi,Female,50,Giza,Giza,Egypt,Corporate
4526,Faisal Al Qahtani,M,40,cairo,Cairo,Egypt,Consumer
4527,Daniel Al Qahtani,male,25,kuwait city,Al Asimah,Kuwait,Consumer
4528,Mia Fahmy,F,28,Assiut,Assiut,Egypt,Consumer
4529,Charlotte Abdelrahman,F,42,DUBAI,Dubai,United Arab Emirates,Consumer
4530,Reem Mostafa,F,19,Kuwait City,Al Asimah,Kuwait,VIP
4531,Michael Walker,Male,35,assiut,Assiut,Egypt,Consumer
4532,Michael Scott,M,35,medina,Al Madinah,Saudi Arabia,VIP
4533,Nada  Fahmy,female,49,SUEZ,Suez,Egypt,Consumer
4534,Robert Hall,M,27,Cairo,Cairo,Egypt,VIP
4535,Sherif El Sayed,M,33,Cairo,Cairo,Egypt,Consumer 
4536,John Anderson,M,46,cairo,Cairo,Egypt,Small Business
4537,Hana Al Otaibi,F,24,6TH OF OCTOBER,Giza,Egypt,Corporate
4538,Hassan  Mansour,male,63,medina,Al Madinah,Saudi Arabia,Corporate
